,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1831,Edmonton Green,51.61917877,-0.05074,Montagu Cafe,51.61888547,-0.050383529,Café
1832,Edmonton Green,51.61917877,-0.05074,Edmonton Eagles Boxing Club,51.62170879,-0.048714225,Boxing Gym
1833,Edmonton Green,51.61917877,-0.05074,Lincoln's,51.61607064,-0.055805255,Bakery
1834,Enfield Highway,51.65826035,-0.02969,McDonald's,51.656433,-0.030064,Fast Food Restaurant
1835,Enfield Highway,51.65826035,-0.02969,Matalan,51.6547788,-0.0281644,Clothing Store
1836,Enfield Highway,51.65826035,-0.02969,Hoo Hing,51.65842025,-0.029321155,Grocery Store
1837,Enfield Highway,51.65826035,-0.02969,Dreams,51.6557998,-0.0287439,Furniture / Home Store
1838,Enfield Lock,51.67219925,-0.02544,London Loop Section 18,51.67125172,-0.026622553,Trail
1839,Enfield Lock,51.67219925,-0.02544,Caffe Di Amici,51.67410371,-0.023845563,Coffee Shop
1840,Enfield Lock,51.67219925,-0.02544,YT Hair Loss Replacement,51.6705267,-0.0281569,Health & Beauty Service
1841,Enfield Lock,51.67219925,-0.02544,Enfield Lock Railway Station (ENL),51.67055904,-0.028592348,Train Station
1842,Enfield Lock,51.67219925,-0.02544,Jim's Fish and Chips,51.67125129,-0.029882099,Fish & Chips Shop
1843,Enfield Lock,51.67219925,-0.02544,Bus Stop,51.67079543,-0.020476934,Bus Stop
1844,Grange,51.64440918,-0.09137,Bush Hill Park Golf Course,51.64425378,-0.090342055,Golf Course
1845,Grange,51.64440918,-0.09137,The Grange,51.64210976,-0.096186142,Indian Restaurant
1846,Grange,51.64440918,-0.09137,Grange Park Railway Station (GPK),51.64288996,-0.097041005,Train Station
1847,Grange,51.64440918,-0.09137,SL Surveying Services Ltd,51.64143917,-0.096462965,Business Service
1848,Haselbury,51.62321854,-0.07372,Break Time,51.62401425,-0.074286571,Sandwich Place
1849,Haselbury,51.62321854,-0.07372,Andrews Fish Bar,51.62233303,-0.074908733,Fast Food Restaurant
1850,Haselbury,51.62321854,-0.07372,Evoltz Electrical & Maintenance,51.62533,-0.0781894,Construction & Landscaping
1851,Haselbury,51.62321854,-0.07372,Karpasiana Greek Restaurant,51.62239438,-0.08004672,Greek Restaurant
1852,Haselbury,51.62321854,-0.07372,The Park,51.627262,-0.07386,Park
1853,Highlands,51.65909958,-0.10887,The Jolly Farmers,51.65484607,-0.107971931,Pub
1854,Highlands,51.65909958,-0.10887,London Glass and Balustrades,51.65505129,-0.110698789,Warehouse Store
1855,Jubilee,51.63536072,-0.04188,Lee Valley Cinema,51.63289706,-0.03739056,Multiplex
1856,Jubilee,51.63536072,-0.04188,Tesco Express,51.63661601,-0.043662724,Grocery Store
1857,Jubilee,51.63536072,-0.04188,Odeon,51.6331468,-0.0372402,Multiplex
1858,Jubilee,51.63536072,-0.04188,Nightingale Professional Dry Cleaning Services,51.63120294,-0.043821455,Dry Cleaner
1859,Lower Edmonton,51.62649918,-0.04434,Greggs,51.62803387,-0.046497442,Bakery
1860,Lower Edmonton,51.62649918,-0.04434,Cart Overthrown Pub,51.62784354,-0.048426962,Pub
1861,Lower Edmonton,51.62649918,-0.04434,Enfield Food Centre,51.62382,-0.048083,Supermarket
1862,Palmers Green,51.61943817,-0.09707,Hazelwood Recreation Ground,51.619214,-0.095828199,Park
1863,Palmers Green,51.61943817,-0.09707,Mayfield Athletics Club,51.61775,-0.093167,Sports Club
1864,Palmers Green,51.61943817,-0.09707,British Red Cross,51.62014747,-0.102492974,Thrift / Vintage Store
1865,Palmers Green,51.61943817,-0.09707,Haringey football club,51.61579189,-0.096019618,Soccer Field
1866,Ponders End,51.64440918,-0.03312,The Navigation (Harvester),51.64362044,-0.029458269,English Restaurant
1867,Ponders End,51.64440918,-0.03312,Ponders End Lock,51.64208885,-0.029798882,Boat or Ferry
1868,Ponders End,51.64440918,-0.03312,Premier Cafe,51.643104,-0.038484,Breakfast Spot
1869,Ponders End,51.64440918,-0.03312,The Range,51.64699824,-0.038200595,Furniture / Home Store
1870,Southbury,51.65167999,-0.06277,The Meeting,51.64992827,-0.063235239,Pub
1871,Southbury,51.65167999,-0.06277,Southbury Leisure Centre,51.65171394,-0.062296618,Athletics & Sports
1872,Southbury,51.65167999,-0.06277,Starbucks,51.650145,-0.060532,Coffee Shop
1873,Southbury,51.65167999,-0.06277,Krispy Kreme,51.65235,-0.05934,Donut Shop
1874,Southbury,51.65167999,-0.06277,Costa Coffee,51.65370029,-0.057420325,Coffee Shop
1875,Southbury,51.65167999,-0.06277,Sainsbury's,51.65194923,-0.057483863,Supermarket
1876,Southbury,51.65167999,-0.06277,Next,51.65435481,-0.058950349,Clothing Store
1877,Southbury,51.65167999,-0.06277,Cineworld,51.64970566,-0.060422505,Movie Theater
1878,Southbury,51.65167999,-0.06277,TGI Fridays,51.65061959,-0.063638511,American Restaurant
1879,Southbury,51.65167999,-0.06277,KFC,51.651732,-0.0593759,Fast Food Restaurant
1880,Southbury,51.65167999,-0.06277,Aldi,51.65415222,-0.057008056,Supermarket
1881,Southbury,51.65167999,-0.06277,Pizza Hut,51.65054901,-0.062345168,Pizza Place
1882,Southbury,51.65167999,-0.06277,Chiquito,51.6505037,-0.0629273,Mexican Restaurant
1883,Southbury,51.65167999,-0.06277,McDonald's,51.651755,-0.059545,Fast Food Restaurant
1884,Southbury,51.65167999,-0.06277,Dunelm,51.6505484,-0.0574985,Furniture / Home Store
1885,Southbury,51.65167999,-0.06277,Morrisons,51.64842973,-0.059655878,Supermarket
1886,Southbury,51.65167999,-0.06277,Boots,51.65350182,-0.057644648,Pharmacy
1887,Southbury,51.65167999,-0.06277,Nando's,51.6536206,-0.0592024,Portuguese Restaurant
1888,Southbury,51.65167999,-0.06277,B&Q,51.65008665,-0.058800289,Hardware Store
1889,Southbury,51.65167999,-0.06277,Enfield Retail Park,51.65365677,-0.059132092,Shopping Plaza
1890,Southbury,51.65167999,-0.06277,De Mandeville Retail Park,51.64865,-0.059852,Outlet Mall
1891,Southbury,51.65167999,-0.06277,Pets At Home,51.65441152,-0.058513019,Pet Store
1892,Southbury,51.65167999,-0.06277,Bus Stop Q,51.649344,-0.057854,Bus Stop
1893,Southbury,51.65167999,-0.06277,Enfield playing fields,51.65592692,-0.064043916,Soccer Field
1894,Southbury,51.65167999,-0.06277,Sports Direct,51.65411755,-0.057301915,Sporting Goods Shop
1895,Southbury,51.65167999,-0.06277,Bush Hill Park,51.648607,-0.068023,Park
1896,Southgate,51.63383865,-0.12402,Southgate Leisure Centre,51.63420149,-0.124225465,Gym / Fitness Center
1897,Southgate,51.63383865,-0.12402,Grovelands Park,51.63224679,-0.119088267,Park
1898,Southgate,51.63383865,-0.12402,Harris + Hoole,51.63254846,-0.127878405,Coffee Shop
1899,Southgate,51.63383865,-0.12402,M&S Simply Food,51.633553,-0.125265,Grocery Store
1900,Southgate,51.63383865,-0.12402,Wilton Patisserie,51.6332287,-0.130576554,Dessert Shop
1901,Southgate,51.63383865,-0.12402,Warda Restaurant,51.63207868,-0.126375472,Lebanese Restaurant
1902,Southgate,51.63383865,-0.12402,PureGym,51.63332483,-0.126782516,Gym / Fitness Center
1903,Southgate,51.63383865,-0.12402,Claud W Dennis Coffee,51.63266126,-0.128303719,Café
1904,Southgate,51.63383865,-0.12402,Nando's,51.63205,-0.12823138,Portuguese Restaurant
1905,Southgate,51.63383865,-0.12402,LA Fitness,51.63332471,-0.126777924,Gym / Fitness Center
1906,Southgate,51.63383865,-0.12402,Kouzina Express,51.631394,-0.1283,Greek Restaurant
1907,Southgate,51.63383865,-0.12402,Subway,51.6328072,-0.12805143,Sandwich Place
1908,Southgate,51.63383865,-0.12402,La Paella,51.63271545,-0.12730466,Spanish Restaurant
1909,Southgate,51.63383865,-0.12402,Boots,51.63318535,-0.130598024,Pharmacy
1910,Southgate,51.63383865,-0.12402,The New Crown (Wetherspoon),51.63328329,-0.13064272,Pub
1911,Southgate,51.63383865,-0.12402,PizzaExpress,51.63360205,-0.131003997,Pizza Place
1912,Southgate,51.63383865,-0.12402,Yumi,51.63208348,-0.126612628,Chinese Restaurant
1913,Southgate,51.63383865,-0.12402,Costa Coffee,51.63307042,-0.129974144,Coffee Shop
1914,Southgate,51.63383865,-0.12402,McDonald's,51.632817,-0.129582,Fast Food Restaurant
1915,Southgate,51.63383865,-0.12402,Southgate London Underground Station,51.63234832,-0.127864127,Metro Station
1916,Southgate,51.63383865,-0.12402,KFC,51.633049,-0.130084,Fast Food Restaurant
1917,Southgate,51.63383865,-0.12402,Creams,51.63343541,-0.130768418,Ice Cream Shop
1918,Southgate Green,51.61949921,-0.12534,Arnos Park,51.6183363,-0.130720139,Park
1919,Town,51.66009903,-0.07864,Zippola,51.6639361,-0.081908391,Coffee Shop
1920,Town,51.66009903,-0.07864,Co-op Food,51.66402457,-0.081855385,Grocery Store
1921,Town,51.66009903,-0.07864,Greggs,51.66395261,-0.08023545,Bakery
1922,Town,51.66009903,-0.07864,Sainsbury's Local,51.66359417,-0.079702678,Supermarket
1923,Turkey Street,51.67308044,-0.04508,Sun And Woolpack,51.67113046,-0.04053607,Bar
1924,Turkey Street,51.67308044,-0.04508,Lidl,51.67162667,-0.040393503,Supermarket
1925,Turkey Street,51.67308044,-0.04508,Gaziantep Pastanesi,51.66934413,-0.04131789,Dessert Shop
1926,Turkey Street,51.67308044,-0.04508,Silver Service Cafe,51.6716512,-0.040156478,Café
1927,Turkey Street,51.67308044,-0.04508,Greggs,51.6704792,-0.041338205,Bakery
1928,Turkey Street,51.67308044,-0.04508,Turkey Street Railway Station (TUR),51.67288473,-0.047076453,Train Station
1929,Turkey Street,51.67308044,-0.04508,Domino's Pizza,51.67051554,-0.041054249,Pizza Place
1930,Turkey Street,51.67308044,-0.04508,Co-op Food,51.67187784,-0.040850715,Grocery Store
1931,Turkey Street,51.67308044,-0.04508,Albany Pool,51.67210959,-0.045164342,Gym Pool
1932,Turkey Street,51.67308044,-0.04508,Prince Albert,51.67132465,-0.040171086,Pub
1933,Turkey Street,51.67308044,-0.04508,Enfield Food Centre,51.6699977,-0.041810147,Convenience Store
1934,Turkey Street,51.67308044,-0.04508,Golden Baklava,51.67025495,-0.041016611,Bakery
1935,Turkey Street,51.67308044,-0.04508,Mevlana,51.66991002,-0.040850022,Turkish Restaurant
1936,Upper Edmonton,51.61098099,-0.06337,Costa Coffee,51.61148035,-0.06501577,Coffee Shop
1937,Upper Edmonton,51.61098099,-0.06337,Pizza Hut,51.6134083,-0.0648659,Pizza Place
1938,Upper Edmonton,51.61098099,-0.06337,Antepli Dürümcüsü,51.61459504,-0.066403632,Turkish Restaurant
1939,Upper Edmonton,51.61098099,-0.06337,Lidl,51.61465462,-0.065590102,Supermarket
1940,Upper Edmonton,51.61098099,-0.06337,Subway,51.61346671,-0.064819093,Sandwich Place
1941,Upper Edmonton,51.61098099,-0.06337,The Gilpin Bell,51.61020351,-0.065735384,Pub
1942,Upper Edmonton,51.61098099,-0.06337,Greggs,51.61423701,-0.064723242,Bakery
1943,Upper Edmonton,51.61098099,-0.06337,McDonald's,51.612344,-0.064719,Fast Food Restaurant
1944,Upper Edmonton,51.61098099,-0.06337,Tesco Express,51.61294508,-0.064971885,Grocery Store
1945,Upper Edmonton,51.61098099,-0.06337,The Coach and Horses,51.60756823,-0.067916941,Pub
1946,Upper Edmonton,51.61098099,-0.06337,Loon Fung Cash & Carry,51.60839625,-0.060553551,Supermarket
1947,Upper Edmonton,51.61098099,-0.06337,Chaudhry's,51.61441088,-0.064515619,Asian Restaurant
1948,Upper Edmonton,51.61098099,-0.06337,Fio's Cash & Carry,51.60726123,-0.062876175,Convenience Store
1949,Winchmore Hill,51.62931061,-0.10437,Starbucks,51.629028,-0.098218,Coffee Shop
1950,Winchmore Hill,51.62931061,-0.10437,Salisbury Arms,51.63287121,-0.102945743,Pub
1951,Winchmore Hill,51.62931061,-0.10437,Babinondas,51.62650553,-0.098920824,Greek Restaurant
1952,Winchmore Hill,51.62931061,-0.10437,Sainsbury's,51.62942411,-0.098448574,Supermarket
1953,Winchmore Hill,51.62931061,-0.10437,Deli on The Green,51.63314054,-0.102754185,Deli / Bodega
1954,Abbey Wood,51.48791122,0.113238,Co-op Food,51.48764979,0.113489628,Grocery Store
1955,Abbey Wood,51.48791122,0.113238,Bostal Gardens,51.48666979,0.110462114,Playground
1956,Blackheath Westcombe,51.47872162,0.015356,Mara Interiors & Café,51.47767213,0.019367759,Furniture / Home Store
1957,Blackheath Westcombe,51.47872162,0.015356,M&S Simply Food,51.47677201,0.02018858,Grocery Store
1958,Blackheath Westcombe,51.47872162,0.015356,The Royal Standard,51.47671725,0.018799192,Pub
1959,Blackheath Westcombe,51.47872162,0.015356,Standard Fish Bar,51.47672204,0.021684586,Fast Food Restaurant
1960,Blackheath Westcombe,51.47872162,0.015356,Sun Ya,51.4769181,0.0194688,Chinese Restaurant
1961,Blackheath Westcombe,51.47872162,0.015356,Blackheath Standard Bus Stop BA,51.4775909,0.019173941,Bus Stop
1962,Blackheath Westcombe,51.47872162,0.015356,Boulangerie Jade,51.476883,0.018372796,Café
1963,Charlton,51.48228836,0.035792,Charlton House,51.48048717,0.036863137,Historic Site
1964,Charlton,51.48228836,0.035792,The Old Cottage Coffee Shop,51.481604,0.040605,Coffee Shop
1965,Charlton,51.48228836,0.035792,Cattleya,51.4854647,0.032703,Thai Restaurant
1966,Charlton,51.48228836,0.035792,The Valley,51.48658305,0.035931121,Soccer Stadium
1967,Charlton,51.48228836,0.035792,Co-op Food,51.48179715,0.036928654,Grocery Store
1968,Charlton,51.48228836,0.035792,Charlton Reptiles & Aquatics,51.48206719,0.037941079,Pet Store
1969,Charlton,51.48228836,0.035792,Warren Walk Bus Stop,51.48266602,0.0348095,Bus Stop
1970,Charlton,51.48228836,0.035792,Charlton Village bus stop,51.48194923,0.040076437,Bus Stop
1971,Charlton,51.48228836,0.035792,Essential Gardens Ltd,51.4852204,0.0375496,Construction & Landscaping
1972,Charlton,51.48228836,0.035792,Charlton Food & Wine,51.48399321,0.031210716,Grocery Store
1973,Coldharbour and New Eltham,51.43270111,0.062059,Premier Inn London Eltham,51.4345052,0.0639439,Hotel
1974,Coldharbour and New Eltham,51.43270111,0.062059,Kwik-Fit,51.43540972,0.062501636,Auto Garage
1975,Coldharbour and New Eltham,51.43270111,0.062059,TrustFord,51.43582517,0.061764624,Auto Dealership
1976,Coldharbour and New Eltham,51.43270111,0.062059,Nisa Local,51.43095534,0.057278674,Convenience Store
1977,Coldharbour and New Eltham,51.43270111,0.062059,China Express,51.43165051,0.056751421,Chinese Restaurant
1978,Eltham North,51.4592514,0.063184,Eltham Park South,51.45542423,0.066432953,Park
1979,Eltham North,51.4592514,0.063184,J Ayre Bakery,51.45712243,0.060038094,Bakery
1980,Eltham North,51.4592514,0.063184,Eltham Park North,51.46156012,0.066582248,Park
1981,Eltham North,51.4592514,0.063184,Londis,51.45676848,0.059470732,Convenience Store
1982,Eltham North,51.4592514,0.063184,Jack Woods,51.46362945,0.063835935,Forest
1983,Eltham South,51.44694138,0.067105,Avery Hill Park,51.44598349,0.073428154,Park
1984,Eltham South,51.44694138,0.067105,The Pavilion,51.44587031,0.063643997,Soccer Field
1985,Eltham South,51.44694138,0.067105,The Pavilion Sports & Leisure Club,51.44590999,0.06360523,Sports Club
1986,Eltham South,51.44694138,0.067105,Foots Cray Rugby Club,51.4428157,0.066665673,Soccer Field
1987,Eltham South,51.44694138,0.067105,Star Of India,51.450714,0.064183,Indian Restaurant
1988,Eltham South,51.44694138,0.067105,Eltham Town Football Club,51.44327951,0.063634967,Soccer Field
1989,Eltham West,51.45969009,0.035362,Birdbrook Road Nature Reserve,51.45988701,0.033879729,Nature Preserve
1990,Eltham West,51.45969009,0.035362,Sainsbury's Local,51.46099954,0.028681699,Grocery Store
1991,Eltham West,51.45969009,0.035362,Rochester Way Bus Stop,51.46230639,0.039001032,Bus Stop
1992,Eltham West,51.45969009,0.035362,1st Coffee,51.46067562,0.028552402,Coffee Shop
1993,Eltham West,51.45969009,0.035362,FussFreeIT,51.4636972,0.0325708,IT Services
1994,Glyndon,51.48968124,0.08219,Plumstead Railway Station (PLU),51.4897742,0.084328651,Train Station
1995,Glyndon,51.48968124,0.08219,Platform 2,51.48978088,0.08453579,Platform
1996,Glyndon,51.48968124,0.08219,Danfe Nepalese Restaurant,51.48948199,0.08527234,Asian Restaurant
1997,Glyndon,51.48968124,0.08219,The Rose Inn,51.48608993,0.078992442,Pub
1998,Greenwich West,51.47629929,-0.0057,Greenwich Meridian,51.47791502,-0.001528859,Historic Site
1999,Greenwich West,51.47629929,-0.0057,Royal Teas,51.47607428,-0.009884133,Café
2000,Greenwich West,51.47629929,-0.0057,Old Royal Observatory Garden,51.47759094,-0.001550317,Garden
2001,Greenwich West,51.47629929,-0.0057,The Greenwich Union,51.476587,-0.009841797,Pub
2002,Greenwich West,51.47629929,-0.0057,Peter Harrison Planetarium,51.47711483,-0.000753701,Planetarium
2003,Greenwich West,51.47629929,-0.0057,Heap's Sausages,51.47951648,-0.007875413,Café
2004,Greenwich West,51.47629929,-0.0057,Royal Observatory,51.47732198,-0.000869036,Observatory
2005,Greenwich West,51.47629929,-0.0057,Greenwich Theatre,51.47953061,-0.007637415,Theater
2006,Greenwich West,51.47629929,-0.0057,Greenwich Park Herb Garden,51.47953868,-0.006232577,Garden
2007,Greenwich West,51.47629929,-0.0057,Cheeseboard,51.47735979,-0.009728363,Cheese Shop
2008,Greenwich West,51.47629929,-0.0057,Greenwich Park,51.47752078,0.000858307,Park
2009,Greenwich West,51.47629929,-0.0057,The Hill,51.47562839,-0.010452553,Gastropub
2010,Greenwich West,51.47629929,-0.0057,Oliver's Jazz & Piano Bar,51.4794584,-0.008095838,Jazz Club
2011,Greenwich West,51.47629929,-0.0057,Richard the First,51.47661446,-0.009755923,Pub
2012,Greenwich West,51.47629929,-0.0057,Greenwich Picturehouse,51.47961851,-0.009777526,Indie Movie Theater
2013,Greenwich West,51.47629929,-0.0057,The Creaky Shed,51.47743604,-0.00982299,Grocery Store
2014,Greenwich West,51.47629929,-0.0057,Greenwich Park Rose Garden,51.47368506,-0.001137257,Garden
2015,Greenwich West,51.47629929,-0.0057,The Point Greenwich,51.47320163,-0.009292819,Scenic Lookout
2016,Greenwich West,51.47629929,-0.0057,General James Wolfe Statue,51.47784653,-0.000818074,Outdoor Sculpture
2017,Greenwich West,51.47629929,-0.0057,The Prince of Greenwich,51.47619462,-0.009947498,Pub
2018,Greenwich West,51.47629929,-0.0057,Rivington Greenwich,51.479318,-0.009925,Gastropub
2019,Greenwich West,51.47629929,-0.0057,Greenwich Picturehouse Bar,51.47952302,-0.009859925,Bar
2020,Greenwich West,51.47629929,-0.0057,Greenwich Tavern,51.47981938,-0.007156134,Pub
2021,Greenwich West,51.47629929,-0.0057,The Orangery At The Fan Museum,51.47926662,-0.007997645,Tea Room
2022,Greenwich West,51.47629929,-0.0057,The Junk Shop,51.47771151,-0.012022451,Thrift / Vintage Store
2023,Greenwich West,51.47629929,-0.0057,Parkside Café & Terrace,51.48021952,-0.005428604,Café
2024,Greenwich West,51.47629929,-0.0057,The Pavilion Café,51.47672907,0.000664799,Café
2025,Kidbrooke with Hornfair,51.47085953,0.041,Co-op Food,51.472864,0.046070786,Grocery Store
2026,Kidbrooke with Hornfair,51.47085953,0.041,Fox Under The Hill,51.47394039,0.039615334,Pub
2027,Kidbrooke with Hornfair,51.47085953,0.041,London Marathon Playing Fields,51.47257522,0.040069143,Soccer Field
2028,Kidbrooke with Hornfair,51.47085953,0.041,Hungry Horse,51.473906,0.039708,Gastropub
2029,Kidbrooke with Hornfair,51.47085953,0.041,Hornfair Park,51.47529798,0.040414756,Park
2030,Middle Park and Sutcliffe,51.44729996,0.029343,Tesco Express,51.45067436,0.029753737,Grocery Store
2031,Middle Park and Sutcliffe,51.44729996,0.029343,Goals Soccer Centre,51.449314,0.030569953,Soccer Field
2032,Middle Park and Sutcliffe,51.44729996,0.029343,Pets at Home Eltham,51.45001997,0.030322082,Pet Store
2033,Middle Park and Sutcliffe,51.44729996,0.029343,The Iron Lady,51.4477014,0.0230796,Laundromat
2034,Peninsula,51.4928894,0.015751,Greenwich Peninsula Ecology Park,51.49546989,0.015590384,Park
2035,Peninsula,51.4928894,0.015751,Cafe Pura,51.494424,0.013353,Café
2036,Peninsula,51.4928894,0.015751,SeeWoo,51.48932057,0.01889493,Grocery Store
2037,Peninsula,51.4928894,0.015751,IKEA,51.48934792,0.016108113,Furniture / Home Store
2038,Peninsula,51.4928894,0.015751,Saikei,51.492262,0.01019,Chinese Restaurant
2039,Peninsula,51.4928894,0.015751,Aldi,51.49077781,0.022116522,Supermarket
2040,Peninsula,51.4928894,0.015751,IKEA Café,51.489334,0.015959,Scandinavian Restaurant
2041,Peninsula,51.4928894,0.015751,Odeon,51.49059224,0.012792502,Movie Theater
2042,Peninsula,51.4928894,0.015751,Nando's,51.4903116,0.0130889,Portuguese Restaurant
2043,Peninsula,51.4928894,0.015751,Sichuan Restaurant 川妹子,51.4903585,0.012059442,Szechuan Restaurant
2044,Peninsula,51.4928894,0.015751,Holiday Inn Express London - Greenwich A102(M),51.49233589,0.009980195,Hotel
2045,Peninsula,51.4928894,0.015751,ML Bus Stop North Greenwich,51.49425969,0.013307712,Bus Stop
2046,Peninsula,51.4928894,0.015751,Nisa,51.49450541,0.013099584,Convenience Store
2047,Peninsula,51.4928894,0.015751,Ayurveda Pura,51.49466959,0.013208571,Spa
2048,Peninsula,51.4928894,0.015751,Genovese's Park,51.49597557,0.012783374,Park
2049,Peninsula,51.4928894,0.015751,Peninsula Restaurant,51.492288,0.00975146,Chinese Restaurant
2050,Plumstead,51.48482132,0.100247,Meghna Tandoori,51.48570897,0.101681053,Indian Restaurant
2051,Plumstead,51.48482132,0.100247,Plumstead Gardens,51.48674722,0.098632855,Park
2052,Plumstead,51.48482132,0.100247,Bleak Hill,51.48119,0.09802468,Hill
2053,Shooters Hill,51.47132111,0.074802,Shooters Hill Golf Club,51.47111883,0.0735569,Golf Course
2054,Shooters Hill,51.47132111,0.074802,Trinity Qigong & Tai Chi,51.4736553,0.0722406,Martial Arts Dojo
2055,Shooters Hill,51.47132111,0.074802,Shrewsbury Park,51.47544926,0.077161789,Park
2056,Thamesmead Moorings,51.5006485,0.102041,Greggs,51.50404854,0.101923657,Bakery
2057,Woolwich Common,51.48031998,0.065532,Co-op Food,51.48132581,0.069612253,Grocery Store
2058,Woolwich Common,51.48031998,0.065532,Capital Noodle Bar,51.481987,0.07098265,Chinese Restaurant
2059,Woolwich Common,51.48031998,0.065532,Delight Pizza & Kebab,51.47994948,0.069337917,Middle Eastern Restaurant
2060,Woolwich Common,51.48031998,0.065532,Superfry,51.48038012,0.069619836,Fish & Chips Shop
2061,Woolwich Riverside,51.49032974,0.048251,Maryon Wilson Park,51.48745667,0.042942767,Park
2062,Woolwich Riverside,51.49032974,0.048251,McDonald's,51.49290257,0.046150486,Fast Food Restaurant
2063,Woolwich Riverside,51.49032974,0.048251,Millennium Cafe,51.49248681,0.044948606,Café
2064,Woolwich Riverside,51.49032974,0.048251,Woolwich Dockyard Railway Station (WWD),51.49114719,0.054847507,Train Station
2065,Addison,51.50059891,-0.2201,Brook Green Market & Kitchen,51.49948442,-0.219146354,Farmers Market
2066,Addison,51.50059891,-0.2201,The Bird in Hand,51.49968682,-0.21556162,Gastropub
2067,Addison,51.50059891,-0.2201,The Havelock Tavern,51.4992869,-0.21604171,Gastropub
2068,Addison,51.50059891,-0.2201,BrewDog Shepherds Bush,51.50293781,-0.223975182,Beer Bar
2069,Addison,51.50059891,-0.2201,Kerbisher & Malt,51.49745824,-0.222684931,Fish & Chips Shop
2070,Addison,51.50059891,-0.2201,Zia Lucia,51.497555,-0.21706916,Pizza Place
2071,Addison,51.50059891,-0.2201,Liz Cafe,51.503018,-0.223511,Café
2072,Addison,51.50059891,-0.2201,GAIL's Bakery,51.499413,-0.222334,Bakery
2073,Addison,51.50059891,-0.2201,Betty Blythe,51.49775682,-0.21751153,Tea Room
2074,Addison,51.50059891,-0.2201,Los Molinos,51.497437,-0.22248723,Tapas Restaurant
2075,Addison,51.50059891,-0.2201,Harana Meze Bar & Restaurant,51.50460978,-0.222054627,Turkish Restaurant
2076,Addison,51.50059891,-0.2201,Pentolina,51.49769253,-0.217387671,Italian Restaurant
2077,Addison,51.50059891,-0.2201,Ho-ja,51.50264773,-0.225074358,Chinese Restaurant
2078,Addison,51.50059891,-0.2201,Smith's Bar,51.49726805,-0.222829932,Cocktail Bar
2079,Addison,51.50059891,-0.2201,Al Forno,51.50349899,-0.222109335,Italian Restaurant
2080,Addison,51.50059891,-0.2201,Brook Green,51.49633049,-0.220541524,Park
2081,Addison,51.50059891,-0.2201,Dorsett Shepherds Bush,51.50400811,-0.224360261,Hotel
2082,Addison,51.50059891,-0.2201,Le Petit Citron,51.499653,-0.22222671,French Restaurant
2083,Addison,51.50059891,-0.2201,The Popeseye,51.4981617,-0.218664135,Steakhouse
2084,Addison,51.50059891,-0.2201,The Fishmongers Kitchen,51.4978725,-0.222704967,Fish Market
2085,Addison,51.50059891,-0.2201,Roosters Piri Piri,51.50401555,-0.219823221,Fast Food Restaurant
2086,Addison,51.50059891,-0.2201,O2 Shepherd's Bush Empire,51.50350778,-0.224149828,Music Venue
2087,Addison,51.50059891,-0.2201,The Jameson,51.49723126,-0.215935892,Pub
2088,Addison,51.50059891,-0.2201,Costa Coffee,51.498024,-0.222638,Coffee Shop
2089,Addison,51.50059891,-0.2201,Jasmine Thai,51.50298082,-0.22435848,Thai Restaurant
2090,Addison,51.50059891,-0.2201,K West Hotel & Spa,51.5026374,-0.217473136,Hotel
2091,Addison,51.50059891,-0.2201,Shikumen,51.50403284,-0.224331889,Chinese Restaurant
2092,Addison,51.50059891,-0.2201,Hotel Ibis Shepherds Bush,51.50338249,-0.220136786,Hotel
2093,Addison,51.50059891,-0.2201,Carlson Gracie BJJ London,51.49936372,-0.226461955,Gym
2094,Addison,51.50059891,-0.2201,DW Fitness First,51.50428571,-0.219032995,Gym / Fitness Center
2095,Addison,51.50059891,-0.2201,Poundland,51.5039051,-0.2187178,Discount Store
2096,Addison,51.50059891,-0.2201,M&S Simply Food,51.50340718,-0.22165945,Grocery Store
2097,Addison,51.50059891,-0.2201,Raj of India,51.50136697,-0.222151133,Indian Restaurant
2098,Addison,51.50059891,-0.2201,West 12,51.50372211,-0.219149565,Shopping Mall
2099,Addison,51.50059891,-0.2201,PizzaExpress,51.50311332,-0.220032222,Pizza Place
2100,Addison,51.50059891,-0.2201,Lidl,51.50387767,-0.218858196,Supermarket
2101,Addison,51.50059891,-0.2201,Sainsbury's Local,51.50118229,-0.222279906,Grocery Store
2102,Addison,51.50059891,-0.2201,The Pearl Hotel,51.50057507,-0.221858422,Hotel
2103,Addison,51.50059891,-0.2201,The Sindercombe Social,51.503185,-0.223886,Pub
2104,Addison,51.50059891,-0.2201,Farina & More,51.498196,-0.2225231,Italian Restaurant
2105,Addison,51.50059891,-0.2201,The Brook Green Hotel,51.49723863,-0.222881323,Pub
2106,Addison,51.50059891,-0.2201,Hotel 65 London,51.49945937,-0.222007618,Hotel
2107,Addison,51.50059891,-0.2201,Thai Rice,51.49972947,-0.221923995,Thai Restaurant
2108,Addison,51.50059891,-0.2201,Tesco Express,51.5022948,-0.225887597,Grocery Store
2109,Addison,51.50059891,-0.2201,Richmond Arms,51.50038348,-0.221980367,Pub
2110,Addison,51.50059891,-0.2201,Costa Coffee,51.50225145,-0.226539772,Coffee Shop
2111,Addison,51.50059891,-0.2201,Vue,51.50397963,-0.218800235,Movie Theater
